,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo
617,CSBK US Equity,Clifton Bancorp Inc.,13.42,$364.38M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk,na,na,0,0
618,CLVS US Equity,"Clovis Oncology, Inc.",73.8,$2.51B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,na,na,0,0
619,CMFN US Equity,CM Finance Inc,13.71,$187.37M,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn,na,na,0,0
620,CME US Equity,CME Group Inc.,94.245,$31.75B,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,na,na,0,0
621,CMSB US Equity,"CMS Bancorp, Inc.",13.03,$24.27M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cmsb,na,na,0,0
622,CCNE US Equity,CNB Financial Corporation,17,$244.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne,na,na,0,0
623,CISG US Equity,CNinsure Inc.,7.83,$391.05M,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg,na,na,0,0
624,CNV US Equity,Cnova N.V.,6.23,$2.73B,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cnv,na,na,0,0
625,CWAY US Equity,"Coastway Bancorp, Inc.",11.06,$54.74M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway,na,na,0,0
626,COBZ US Equity,CoBiz Financial Inc.,11.4,$464.91M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz,na,na,0,0
627,COKE US Equity,Coca-Cola Bottling Co. Consolidated,102.24,$947.9M,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,na,na,0,0
628,CDXS US Equity,"Codexis, Inc.",3.47,$137.24M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs,na,na,0,0
629,CVLY US Equity,"Codorus Valley Bancorp, Inc",20.2682,$117.65M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly,na,na,0,0
630,JVA US Equity,"Coffee Holding Co., Inc.",5.05,$32.6M,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva,na,na,0,0
631,CCOI US Equity,"Cogent Communications Holdings, Inc.",39.4,$1.82B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi,na,na,0,0
632,CGNX US Equity,Cognex Corporation,42.62,$3.69B,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,na,na,0,0
633,CTSH US Equity,Cognizant Technology Solutions Corporation,63.05,$38.39B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,na,na,0,0
634,COHR US Equity,"Coherent, Inc.",64.57,$1.6B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,na,na,0,0
635,CHRS US Equity,"Coherus BioSciences, Inc.",27.45,$912.93M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs,na,na,0,0
636,COHU US Equity,"Cohu, Inc.",11.06,$282.41M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu,na,na,0,0
637,CLRX US Equity,"CollabRx, Inc.",1.2,$3.81M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clrx,na,na,0,0
638,CLCT US Equity,"Collectors Universe, Inc.",23.09,$205.13M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct,na,na,0,0
639,COBK US Equity,"Colonial Financial Services, Inc.",13.26,$51.19M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cobk,na,na,0,0
640,CBAN US Equity,"Colony Bankcorp, Inc.",7.9399,$67.01M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban,na,na,0,0
641,COLB US Equity,"Columbia Banking System, Inc.",28.18,$1.5B,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,na,na,0,0
642,CBRX US Equity,"Columbia Laboratories, Inc.",6,$64.63M,1988,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbrx,na,na,0,0
643,COLM US Equity,Columbia Sportswear Company,55.9,$3.9B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm,na,na,0,0
644,CMCO US Equity,Columbus McKinnon Corporation,25.71,$513.63M,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco,na,na,0,0
645,CBMX US Equity,CombiMatrix Corporation,1.92,$21.24M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cbmx,na,na,0,0
646,CMCSA US Equity,Comcast Corporation,58.5,$151.82B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa,na,na,0,0
647,CMCSK US Equity,Comcast Corporation,58.12,$150.83B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsk,na,na,0,0
648,CBSH US Equity,"Commerce Bancshares, Inc.",42.54,$4.3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh,na,na,0,0
649,CBSHP US Equity,"Commerce Bancshares, Inc.",25.45,$2.33B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp,na,na,0,0
650,CVGI US Equity,"Commercial Vehicle Group, Inc.",5.97,$177.26M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi,na,na,0,0
651,COMM US Equity,"CommScope Holding Company, Inc.",31.1,$5.84B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm,na,na,0,0
652,JCS US Equity,"Communications Systems, Inc.",11.1,$96.05M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs,na,na,0,0
653,CBIN US Equity,"Community Bank Shares of Indiana, Inc.",27.3499,$94.24M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbin,na,na,0,0
654,ESXB US Equity,Community Bankers Trust Corporation.,4.48,$97.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb,na,na,0,0
655,CCFI US Equity,Community Choice Financial Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccfi,na,na,0,0
656,CYHHZ US Equity,"Community Health Systems, Inc.",0.025,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz,na,na,0,0
657,CTBI US Equity,"Community Trust Bancorp, Inc.",32.49,$566.54M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi,na,na,0,0
658,CWBC US Equity,Community West Bancshares,6.682,$54.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc,na,na,0,0
659,COB US Equity,CommunityOne Bancorp,10.6,$256.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob,na,na,0,0
660,CVLT US Equity,"CommVault Systems, Inc.",45,$2.02B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt,na,na,0,0
661,CIZ US Equity,Compass EMP Developed 500 Enhanced Volatility Weighted Index E,35.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciz,na,na,0,0
662,CDC US Equity,Compass EMP US 100 High Dividend Enhanced Volatility Weighted ,37.02,$24.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdc,na,na,0,0
663,CFO US Equity,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,37.65,$26.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfo,na,na,0,0
664,CFA US Equity,Compass EMP US 500 Volatility Weighted Index ETF,37.636,$7.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfa,na,na,0,0
665,CSF US Equity,Compass EMP US Discovery 500 Enhanced Volatility Weighted Fund,38.39,$7.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf,na,na,0,0
666,CGEN US Equity,Compugen Ltd.,8.53,$427.27M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen,na,na,0,0
667,CPSI US Equity,"Computer Programs and Systems, Inc.",52.63,$589.92M,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi,na,na,0,0
668,CTG US Equity,"Computer Task Group, Incorporated",8.27,$153.44M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg,na,na,0,0
669,SCOR US Equity,"comScore, Inc.",51.44,$1.76B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/scor,na,na,0,0
670,CHCI US Equity,"Comstock Holding Companies, Inc.",1.02,$22.04M,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci,na,na,0,0
671,CMTL US Equity,Comtech Telecommunications Corp.,35.65,$578.07M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl,na,na,0,0
672,CNSI US Equity,Comverse Inc.,18.47,$404.69M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cnsi,na,na,0,0
673,CNAT US Equity,Conatus Pharmaceuticals Inc.,6.32,$99.16M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat,na,na,0,0
674,CNCE US Equity,"Concert Pharmaceuticals, Inc.",14.51,$263.88M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce,na,na,0,0
675,CCUR US Equity,Concurrent Computer Corporation,6.18,$58.4M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur,na,na,0,0
676,CNMD US Equity,CONMED Corporation,51.06,$1.41B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd,na,na,0,0
677,CTWS US Equity,"Connecticut Water Service, Inc.",37.47,$416.39M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws,na,na,0,0
678,CNOB US Equity,"ConnectOne Bancorp, Inc.",18.46,$547.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cnob,na,na,0,0
679,CNXR US Equity,"Connecture, Inc.",9,$195.13M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnxr,na,na,0,0
680,CONN US Equity,"Conn&#39;s, Inc.",25.6,$929.21M,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn,na,na,0,0
681,CNSL US Equity,"Consolidated Communications Holdings, Inc.",23.94,$1.21B,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl,na,na,0,0
682,CWCO US Equity,Consolidated Water Co. Ltd.,10.6,$155.85M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco,na,na,0,0
683,CTCT US Equity,"Constant Contact, Inc.",41.91,$1.33B,2007,Technology,Advertising,http://www.nasdaq.com/symbol/ctct,na,na,0,0
684,CPSS US Equity,"Consumer Portfolio Services, Inc.",7.04,$178.61M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss,na,na,0,0
685,CFRX US Equity,ContraFect Corporation,4.17,$84.31M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx,na,na,0,0
686,CFRXW US Equity,ContraFect Corporation,1.2501,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrxw,na,na,0,0
687,CFRXZ US Equity,ContraFect Corporation,0.6072,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrxz,na,na,0,0
688,CTRL US Equity,Control4 Corporation,13.21,$315.47M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl,na,na,0,0
689,CPRT US Equity,"Copart, Inc.",38,$4.8B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt,na,na,0,0
690,CORT US Equity,Corcept Therapeutics Incorporated,3.37,$341.01M,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort,na,na,0,0
691,BVA US Equity,Cordia Bancorp Inc.,3.8901,$25.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bva,na,na,0,0
692,CORE US Equity,"Core-Mark Holding Company, Inc.",69.35,$1.6B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core,na,na,0,0
693,CORI US Equity,"Corium International, Inc.",7.03,$127.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori,na,na,0,0
694,CSOD US Equity,"Cornerstone OnDemand, Inc.",35.04,$1.88B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod,na,na,0,0
695,CNDO US Equity,"Coronado Biosciences, Inc.",2.41,$106.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cndo,na,na,0,0
696,CRRS US Equity,"Corporate Resource Services, Inc.",0.22,$34.76M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/crrs,na,na,0,0
697,CRVL US Equity,CorVel Corp.,34.65,$706.54M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl,na,na,0,0
698,COSI US Equity,"Cosi, Inc.",2.59,$103.97M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi,na,na,0,0
699,CSGP US Equity,"CoStar Group, Inc.",191.24,$6.19B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp,na,na,0,0
700,COST US Equity,Costco Wholesale Corporation,147.535,$64.99B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,na,na,0,0
701,CPAH US Equity,CounterPath Corporation,0.4999,$21.21M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah,na,na,0,0
702,ICBK US Equity,"County Bancorp, Inc.",20.2108,$111.11M,2015,n/a,n/a,http://www.nasdaq.com/symbol/icbk,na,na,0,0
703,CRRC US Equity,Courier Corporation,23.51,$270.94M,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/crrc,na,na,0,0
704,CVTI US Equity,"Covenant Transportation Group, Inc.",29.65,$466.89M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti,na,na,0,0
705,COVS US Equity,Covisint Corporation,2.55,$99.48M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs,na,na,0,0
706,COWN US Equity,"Cowen Group, Inc.",4.74,$538.63M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown,na,na,0,0
707,COWNL US Equity,"Cowen Group, Inc.",26.438,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl,na,na,0,0
708,CPSH US Equity,CPS Technologies Corp.,3.04,$39.95M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh,na,na,0,0
709,CRAI US Equity,"CRA International,Inc.",31.82,$303.23M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai,na,na,0,0
710,CBRL US Equity,"Cracker Barrel Old Country Store, Inc.",134.71,$3.22B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl,na,na,0,0
711,BREW US Equity,"Craft Brew Alliance, Inc.",12.26,$233.85M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew,na,na,0,0
712,CRAY US Equity,Cray Inc,34.21,$1.39B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray,na,na,0,0
713,CACC US Equity,Credit Acceptance Corporation,172.26,$3.55B,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc,na,na,0,0
714,GLDI US Equity,Credit Suisse AG,12,$162.3M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gldi,na,na,0,0
715,SLVO US Equity,Credit Suisse Silver Shares Covered Call ETN,11.3468,$9.64M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo,na,na,0,0
716,CREE US Equity,"Cree, Inc.",39.185,$4.37B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree,na,na,0,0
717,CRESW US Equity,Cresud S.A.C.I.F. y A.,0.008,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cresw,na,na,0,0
718,CRESY US Equity,Cresud S.A.C.I.F. y A.,11.09,$6.42M,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy,na,na,0,0
719,CRTO US Equity,Criteo S.A.,44.63,$2.64B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto,na,na,0,0
720,CROX US Equity,"Crocs, Inc.",10.75,$886.84M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox,na,na,0,0
721,CCRN US Equity,"Cross Country Healthcare, Inc.",12.19,$381M,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn,na,na,0,0
722,CRDS US Equity,"Crossroads Systems, Inc.",2.45,$39.28M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds,na,na,0,0
723,CRWS US Equity,"Crown Crafts, Inc.",8.319,$83.72M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws,na,na,0,0
724,CRWN US Equity,"Crown Media Holdings, Inc.",3.45,$1.24B,2000,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn,na,na,0,0
725,CSGS US Equity,"CSG Systems International, Inc.",30.41,$1.04B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs,na,na,0,0
726,CCLP US Equity,CSI Compressco LP,16.66,$552.15M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp,na,na,0,0
727,CSPI US Equity,CSP Inc.,7.73,$28.26M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi,na,na,0,0
728,CSRE US Equity,CSR plc,53.46,$2.21B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/csre,na,na,0,0
729,CTCM US Equity,"CTC Media, Inc.",4.04,$629.28M,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm,na,na,0,0
730,CTIC US Equity,CTI BioPharma Corp.,2.28,$409.92M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic,na,na,0,0
731,CTIB US Equity,CTI Industries Corporation,3.9999,$13.2M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib,na,na,0,0
732,CTRP US Equity,"Ctrip.com International, Ltd.",46.95,$6.35B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp,na,na,0,0
733,CUNB US Equity,CU Bancorp (CA),20.87,$234.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb,na,na,0,0
734,CUI US Equity,"CUI Global, Inc.",5.75,$119.27M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui,na,na,0,0
735,CPIX US Equity,Cumberland Pharmaceuticals Inc.,5.87,$101.89M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix,na,na,0,0
736,CMLS US Equity,Cumulus Media Inc.,3.91,$907.9M,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls,na,na,0,0
737,CRIS US Equity,"Curis, Inc.",3.4,$292.42M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris,na,na,0,0
738,CUTR US Equity,"Cutera, Inc.",12.58,$176.62M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr,na,na,0,0
739,CVBF US Equity,CVB Financial Corporation,15.83,$1.68B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf,na,na,0,0
740,CVV US Equity,CVD Equipment Corporation,14.53,$89.22M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv,na,na,0,0
741,CYAN US Equity,Cyanotech Corporation,8.25,$45.81M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan,na,na,0,0
742,CYBR US Equity,CyberArk Software Ltd.,70.35,$2.08B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr,na,na,0,0
743,CYBX US Equity,"Cyberonics, Inc.",58.3,$1.53B,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx,na,na,0,0
744,CYBE US Equity,CyberOptics Corporation,9.87,$65.5M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe,na,na,0,0
745,CYCC US Equity,"Cyclacel Pharmaceuticals, Inc.",0.79,$18.15M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc,na,na,0,0
746,CYCCP US Equity,"Cyclacel Pharmaceuticals, Inc.",7,$2.35M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp,na,na,0,0
747,CBAY US Equity,Cymabay Therapeutics Inc.,12.7,$186.52M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay,na,na,0,0
748,CYNO US Equity,"Cynosure, Inc.",30.58,$662M,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno,na,na,0,0
749,CY US Equity,Cypress Semiconductor Corporation,14.95,$2.47B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy,na,na,0,0
750,CYRN US Equity,CYREN Ltd.,3.17,$84.29M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn,na,na,0,0
751,CONE US Equity,CyrusOne Inc,30.08,$1.16B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone,na,na,0,0
752,CYTK US Equity,"Cytokinetics, Incorporated",7.94,$290.67M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk,na,na,0,0
753,CYTX US Equity,Cytori Therapeutics Inc,0.55,$50.85M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx,na,na,0,0
754,CTSO US Equity,Cytosorbents Corporation,9.95,$244M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso,na,na,0,0
755,CYTR US Equity,CytRx Corporation,3.18,$177.24M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr,na,na,0,0
756,DAEG US Equity,Daegis Inc,0.7415,$12.15M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg,na,na,0,0
757,DJCO US Equity,Daily Journal Corp. (S.C.),189.25,$261.31M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco,na,na,0,0
758,DAKT US Equity,"Daktronics, Inc.",12.68,$552.31M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt,na,na,0,0
759,DARA US Equity,"DARA Biosciences, Inc.",0.89,$17.44M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara,na,na,0,0
760,DAIO US Equity,Data I/O Corporation,3.161,$24.85M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio,na,na,0,0
761,DTLK US Equity,Datalink Corporation,12.11,$278.95M,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk,na,na,0,0
762,DRAM US Equity,Dataram Corporation,2.4,$6.22M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram,na,na,0,0
